id,Code,Standard,R,Q,U,IS,X,L,desc,desc2,Form_Question,Status,new_item,img,imgurl
97,R08Q06,ท่อระบายน้ำหรือรางระบายน้ำ,R08,Q06,NW,1,1,2,หากบนทางเดินมีท่อระบายน้ำหรือรางระบายน้ำ ต้องมีฝาปิดสนิท หากมีตะแกรง ขนาดของรูตะแกรงต้องไม่เกิน 13mm และวางขวางกับทิศทางสัญจร,หากบนทางเดินมีท่อระบายน้ำหรือรางระบายน้ำ ต้องมีฝาปิดสนิท หากมีตะแกรง ขนาดของรูตะแกรงต้องไม่เกิน 13 มม. และวางขวางกับทิศทางสัญจร,Q06 : ท่อระบายน้ำหรือรางระบายน้ำ,on,no,https://drive.google.com/open?id=1jt5ZmHz8haEIVCsuW8uzfcIWQXY4TUoy&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1jt5ZmHz8haEIVCsuW8uzfcIWQXY4TUoy
98,R08Q07,พื้นผิวต่างสัมผัสชนิดเตือน,R08,Q07,TA,1,1,2,หากมีทางเลี้ยวหรือทางแยก ต้องมีพื้นผิวต่างสัมผัสชนิดเตือนครบทุกทางเลี้ยวหรือทางแยก,หากมีทางเลี้ยวหรือทางแยก ต้องมีพื้นผิวต่างสัมผัสชนิดเตือนครบทุกทางเลี้ยวหรือทางแยก,Q07 : พื้นผิวต่างสัมผัสชนิดเตือน,on,no,-,-
99,R08Q08,ราวหรือผนังกันตก,R08,Q08,SF,2,2,2,หากทางเดินมีความต่างระดับจากพื้นโดยรอบ ต้องมีผนังหรือราวกันตกกั้นจุดซึ่งอาจเกิดอันตราย,หากทางเดินมีความต่างระดับจากพื้นโดยรอบ ต้องมีผนังหรือราวกันตกกั้นบริเวณจุดที่ทำให้เกิดอันตราย,Q08 : ราวหรือผนังกันตก,on,no,https://drive.google.com/open?id=1pOpe0l1Lhtitc89saBw4c9ZTchDiuE2g&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1pOpe0l1Lhtitc89saBw4c9ZTchDiuE2g
100,R09Q01,จำนวนห้องส้วมและความกว้างของประตู,R09,Q01,NW,3,4,1,หากสถานีรถไฟฟ้ามีห้องส้วมสำหรับคนทั่วไป ต้องมีห้องส้วมสำหรับคนพิการอย่างน้อย 1 ห้อง และมีความกว้างสุทธิของประตูไม่น้อยกว่า 90cm,หากสถานีมีห้องส้วมสำหรับคนทั่วไป ต้องมีห้องส้วมสำหรับคนพิการอย่างน้อย 1 ห้อง และมีความกว้างสุทธิของประตูไม่น้อยกว่า 90 ซม.,Q01 : จำนวนห้องส้วมและความกว้างของประตู,on,no,https://drive.google.com/open?id=1o_QmhTmAM_Aaf3NV-k3bIZj1WA7fFQ0t&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1o_QmhTmAM_Aaf3NV-k3bIZj1WA7fFQ0t
101,R09Q02,สัญลักษณ์ที่ประตู,R09,Q02,VA,1,1,1,มีสัญลักษณ์รูปคนพิการที่ประตูห้องส้วม ขนาดไม่น้อยกว่า 15cm ใช้สีขาว-น้ำเงินหรือน้ำเงิน-ขาว,มีสัญลักษณ์รูปคนพิการที่ประตูห้องส้วม ขนาดไม่น้อยกว่า 15 ซม. ใช้สีขาว-น้ำเงินหรือน้ำเงิน-ขาว,Q02 : สัญลักษณ์ที่ประตู,on,no,https://drive.google.com/open?id=1k_WL6r8HCHV-O4qIkkHsshfQfoBG5RPq&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1k_WL6r8HCHV-O4qIkkHsshfQfoBG5RPq
102,R09Q03,สีตัดกันของประตู,R09,Q03,VA,1,1,2,บานประตูหรือขอบประตูต้องมีสีตัดกันกับกำแพง,บานประตูหรือขอบประตูต้องมีสีตัดกันกับกำแพง,Q03 : สีตัดกันของประตู,on,no,-,-
103,R09Q04,ธรณีประตู,R09,Q04,NW,1,1,1,หากมีธรณีประตู ธรณีประตูต้องสูงไม่เกิน 2cm และปาดมุมไม่เกิน 45 องศา กรณีธรณีประตูสูงเกิน 2cm หากเป็นไปได้ให้นำธรณีประตูออก หรือยกพื้นสองด้านของประตูให้เสมอกันเป็นระยะทางไม่น้อยกว่า 150cm และมีทางลาด (ควรปรึกษาผู้เชี่ยวชาญ),หากมีธรณีประตู ธรณีประตูต้องสูงไม่เกิน 2 ซม. และปาดมุมไม่เกิน 45 องศา กรณีธรณีประตูสูงเกิน 2 ซม. หากเป็นไปได้ให้นำธรณีประตูออก หรือยกพื้นสองด้านของประตูให้เสมอกันเป็นระยะทางไม่น้อยกว่า 150 ซม. และมีทางลาด (ควรปรึกษาผู้เชี่ยวชาญ),Q04 : ธรณีประตู,on,no,https://drive.google.com/open?id=1qptxcdbQ1u6WUDeQC3y4mz4s6CUVcl9k&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1qptxcdbQ1u6WUDeQC3y4mz4s6CUVcl9k
104,R09Q05,พื้นที่ว่างด้านหน้าประตู,R09,Q05,NW,2,1,1,พื้นที่ว่างด้านหน้าประตูทั้งสองด้านต้องไม่ต่างระดับกัน หากต่างระดับกันไม่เกิน 2cm ให้ปาดมุมไม่เกิน 45 องศา หากต่างระกับกันเกิน 2cm ให้ยกพื้นด้านที่ต่ำกว่าให้สูงเสมอกัน มีความยาวไม่น้อยกว่า 150cm และมีทางลาด,พื้นที่ว่างด้านหน้าประตูทั้งสองด้านต้องไม่ต่างระดับกัน หากต่างระดับกันไม่เกิน 2 ซม. ให้ปาดมุมไม่เกิน 45 องศา หากต่างระกับกันเกิน 2 ซม. ให้ยกพื้นด้านที่ต่ำกว่าให้สูงเสมอกัน มีความยาวไม่น้อยกว่า 150 ซม. และมีทางลาด,Q05 : พื้นที่ว่างด้านหน้าประตู,on,no,https://drive.google.com/open?id=1cgplqbGP5siXVt259pa1I2QedZJuY4UL&authuser=nati%40satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1cgplqbGP5siXVt259pa1I2QedZJuY4UL&a
105,R09Q06,น้ำหนักการเปิด,R09,Q06,MA,2,1,2,ปิดประตู - การเปิด-ปิดประตูต้องใช้แรงเปิด-ปิดน้อย,ปิดประตู - การเปิด-ปิดประตูต้องใช้แรงเปิด-ปิดน้อย,Q06 : น้ำหนักการเปิด,on,no,-,-
106,R09Q07,ชนิดของมือจับประตู,R09,Q07,MA,1,1,2,กรณีเป็นประตูแบบผลักเข้า-ออก มือจับประตูต้องเป็นชนิดที่สามารถเปิดได้ง่ายด้วยกำปั้นข้างเดียว อยู่สูงจากพื้น 100cm - 120cm (หากไม่ใช่ประตูแบบผลักเข้าออก ข้ามไป Q10),กรณีเป็นประตูแบบผลักเข้า-ออก มือจับประตูต้องเป็นชนิดที่สามารถเปิดได้ง่ายด้วยกำปั้นข้างเดียว อยู่สูงจากพื้น 100 ซม. - 120 ซม. (หากไม่ใช่ประตูแบบผลักเข้าออก ข้ามไป Q10),Q07 : ชนิดของมือจับประตู,on,no,https://drive.google.com/open?id=1qvb2FYT2KV1GXQwM_4Jj-Aa-wrAwFzMi&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1qvb2FYT2KV1GXQwM_4Jj-Aa-wrAwFzMi
